ano,sigla_uf,id_municipio,raca_cor,sexo,localizacao,idhm,idhm_l,idhm_e,idhm_r,idhm_subescolaridade,idhm_subfrequencia,prosperidade_social,proporcao_vulnerabilidade_socioeconomica,proporcao_sem_agua_esgoto,proporcao_sem_coleta,renda_per_capita,proporcao_sem_renda_18_mais,renda_trabalho,proporcao_vulneravel,razao_dependencia,fecundidade_total,taxa_envelhecimento,mortalidade_1_menos,proporcao_crianca_fora_escola_6_14,proporcao_analfabetismo_18_mais,proporcao_fundamental_completo_18_mais,proporcao_medio_completo_18_20,expectativa_vida,populacao_18_mais,populacao_65_mais
2010,MG,3149309,total,total,total,0.663,0.747,0.623,0.625,0.426,0.754,médio,17.1,1.08,2.31,391.58,0.25,76.14,37.2,48.22,2.18,7.83,24.6,3.8,9.72,42.59,41.39,69.83,3013,346
2010,MG,3154606,total,total,total,0.721,0.841,0.642,0.695,0.526,0.71,alto,35.94,1.02,1.78,604.73,1.15,81.9,23.16,34.97,1.37,4.12,14.6,1.6,9.35,52.57,44.7,75.47,4511,255
2010,MG,3170404,total,total,total,0.787,0.879,0.733,0.755,0.637,0.786,muito alto,3.1,0.0,0.12,880.0,3.34,83.18,11.16,38.24,2.1,7.4,11.4,0.46,3.18,63.68,53.87,77.74,2954,294
2010,SP,3508207,total,total,total,0.735,0.83,0.643,0.743,0.488,0.738,muito alto,0.0,0.51,0.0,817.16,4.05,71.97,17.66,42.96,1.76,10.39,15.1,0.68,6.08,48.75,45.46,74.79,3074,421
2010,SP,3513850,total,total,total,0.741,0.842,0.704,0.686,0.441,0.889,muito alto,0.0,0.35,0.32,570.51,5.0,71.8,17.33,45.1,1.96,13.74,13.9,0.0,14.77,44.07,67.05,75.54,1307,232
2010,SP,3514601,total,total,total,0.744,0.848,0.674,0.72,0.512,0.773,muito alto,8.2,0.58,0.0,705.3,1.34,80.52,14.89,41.12,1.72,6.67,13.4,2.38,7.63,51.25,48.23,75.91,5726,543
2010,SP,3524501,total,total,total,0.723,0.818,0.659,0.7,0.475,0.776,muito alto,1.97,0.12,0.13,624.57,0.66,82.46,16.74,38.72,1.88,7.0,16.2,2.22,9.27,47.51,50.76,74.05,4205,396
2010,SP,3532009,total,total,total,0.715,0.802,0.627,0.726,0.496,0.705,muito alto,9.35,0.62,0.37,733.72,1.87,82.73,13.04,42.52,2.14,7.7,17.8,2.59,6.04,49.61,47.08,73.1,8542,906
2010,SP,3532504,total,total,total,0.754,0.823,0.707,0.737,0.519,0.825,muito alto,4.62,0.0,0.13,784.55,0.32,75.35,9.39,40.4,1.39,13.26,15.7,0.38,7.46,51.88,56.49,74.38,7053,1163
2010,SP,3538105,total,total,total,0.737,0.842,0.654,0.726,0.485,0.76,alto,24.11,0.05,0.42,732.68,1.73,72.54,10.74,42.57,1.61,11.08,14.0,2.49,8.63,48.48,54.48,75.51,11531,1666
2010,SP,3542107,total,total,total,0.745,0.823,0.696,0.722,0.574,0.766,muito alto,7.19,0.0,0.0,717.07,0.46,79.96,12.66,43.87,1.79,8.96,15.7,1.73,5.02,57.43,47.51,74.37,6349,772
2010,SP,3542701,total,total,total,0.705,0.826,0.639,0.664,0.486,0.732,muito alto,1.13,0.22,0.1,499.24,3.67,81.21,26.95,49.26,2.33,6.29,15.4,1.39,9.66,48.61,39.84,74.55,4452,414
2010,SP,3543907,total,total,total,0.803,0.862,0.767,0.784,0.671,0.819,muito alto,3.75,0.02,0.2,1049.16,0.98,73.68,10.4,40.87,1.82,9.36,13.47,1.76,3.63,67.09,61.5,76.72,140792,17437
2010,SP,3549805,total,total,total,0.797,0.846,0.747,0.801,0.661,0.795,muito alto,9.77,0.07,0.07,1169.16,1.07,78.86,8.85,38.1,1.48,9.47,13.6,2.05,3.32,66.13,58.09,75.74,315784,38657
2010,SP,3556800,total,total,total,0.739,0.823,0.683,0.717,0.49,0.806,muito alto,5.17,0.0,0.3,692.01,0.97,78.67,13.78,44.25,1.76,9.13,15.7,1.55,7.05,49.03,54.56,74.4,12603,1580
2010,SP,3503158,total,total,total,0.68,0.812,0.611,0.634,0.434,0.726,alto,2.8,0.0,0.36,414.19,1.11,68.37,37.93,50.7,2.18,10.63,16.8,1.25,8.17,43.36,55.91,73.72,1763,265
2010,SP,3503505,total,total,total,0.697,0.803,0.673,0.627,0.48,0.796,alto,4.3,0.43,1.11,396.78,7.17,72.99,46.33,52.73,2.85,8.9,17.7,3.17,9.17,48.0,53.07,73.18,2519,329
2010,SP,3513603,total,total,total,0.684,0.826,0.576,0.672,0.347,0.742,médio,7.84,1.04,1.61,525.19,12.52,64.04,42.8,47.11,2.03,9.55,15.4,1.95,11.15,34.7,48.13,74.54,15666,2089
2010,SP,3518701,total,total,total,0.835,0.89,0.816,0.802,0.779,0.836,muito alto,9.73,0.0,0.0,1175.96,1.56,78.0,8.0,34.53,1.73,4.07,10.0,0.59,3.22,77.87,63.97,78.38,993,55
2010,SP,3522109,total,total,total,0.826,0.866,0.808,0.805,0.757,0.834,muito alto,10.53,0.0,0.0,1197.92,1.08,65.95,8.0,42.35,1.68,13.28,11.9,2.15,1.5,75.72,65.58,76.97,1801,304
2010,SP,3548500,total,total,total,0.941,0.932,0.903,0.989,0.92,0.894,muito alto,0.0,0.0,0.0,3777.73,0.92,68.17,2.05,43.24,1.14,15.63,7.2,2.02,0.54,92.01,73.23,80.91,4264,816
2010,SP,3548500,total,total,total,0.888,0.9,0.862,0.903,0.865,0.86,muito alto,22.63,0.0,0.0,2201.67,0.36,65.73,3.51,45.81,1.24,19.31,9.3,7.69,0.78,86.48,73.93,79.0,10088,2301
2010,SP,3548500,total,total,total,0.801,0.835,0.787,0.783,0.709,0.83,muito alto,0.0,0.0,0.0,1042.08,1.23,74.14,9.01,51.36,1.44,18.92,14.6,1.37,5.85,70.86,63.06,75.09,718,169
2010,SP,3551009,total,total,total,0.672,0.758,0.629,0.636,0.494,0.709,médio,11.66,5.35,0.26,418.48,0.44,79.65,37.31,49.66,2.24,4.35,22.7,3.75,10.4,49.43,38.5,70.49,15897,1063
2010,SP,3501608,total,total,total,0.883,0.921,0.84,0.891,0.78,0.872,muito alto,0.0,0.0,0.0,2045.66,0.69,79.76,2.34,38.33,1.13,8.93,7.9,3.02,2.98,78.0,70.68,80.23,2384,276
2010,SP,3509502,total,total,total,0.636,0.746,0.541,0.637,0.379,0.645,baixo,18.75,4.86,0.25,422.38,1.98,86.62,34.87,48.49,2.61,4.06,24.2,4.21,4.72,37.91,22.92,69.79,1101,68
2010,SP,3509502,total,total,total,0.636,0.746,0.541,0.637,0.379,0.645,baixo,18.75,4.86,0.25,422.38,1.98,86.62,34.87,49.42,2.61,4.24,24.2,4.21,7.43,37.91,22.92,69.79,821,55
2010,SP,3509502,total,total,total,0.651,0.759,0.55,0.66,0.418,0.632,médio,15.93,0.59,1.04,486.54,1.41,84.29,24.41,40.6,2.58,6.35,22.7,4.25,6.56,41.78,23.41,70.51,2501,220
2010,SP,3519071,total,total,total,0.873,0.915,0.824,0.883,0.778,0.848,muito alto,0.0,0.0,0.0,1943.83,2.11,73.24,3.02,30.86,1.33,2.95,8.2,0.0,0.72,77.79,69.34,79.92,698,27
2010,SP,3520509,total,total,total,0.786,0.856,0.741,0.765,0.691,0.767,muito alto,0.0,0.31,0.57,935.1,1.04,87.24,4.48,42.01,1.53,5.11,12.7,1.02,3.99,69.14,54.97,76.39,2705,196
2010,SP,3523404,total,total,total,0.854,0.906,0.789,0.873,0.715,0.828,muito alto,0.0,0.0,0.29,1826.42,1.42,76.1,1.66,36.25,1.18,9.54,8.9,4.1,1.87,71.51,69.09,79.36,427,52
2010,SP,3523404,total,total,total,0.854,0.906,0.789,0.873,0.715,0.828,muito alto,0.0,0.0,0.29,1826.42,1.42,76.1,1.66,40.53,1.18,11.95,8.9,4.1,1.71,71.51,69.09,79.36,468,70
2010,SP,3533403,total,total,total,0.758,0.826,0.74,0.713,0.606,0.818,muito alto,7.32,0.29,0.3,674.95,2.33,85.47,13.92,40.01,1.56,6.26,15.4,1.51,2.95,60.59,58.77,74.54,3731,324
2010,SP,3545803,total,total,total,0.756,0.838,0.709,0.726,0.566,0.793,muito alto,6.37,0.0,0.0,734.73,1.02,79.12,8.29,36.75,1.59,5.15,14.3,2.6,3.68,56.64,47.24,75.28,18437,1300
2010,SP,3552403,total,total,total,0.868,0.911,0.824,0.869,0.762,0.858,muito alto,0.0,0.0,0.0,1786.97,1.16,71.84,3.49,38.37,1.36,12.01,8.5,0.89,2.0,76.17,70.17,79.68,11051,1654
2010,SP,3552403,total,total,total,0.667,0.772,0.595,0.647,0.459,0.677,médio,5.35,0.52,1.66,447.3,0.38,85.4,33.05,45.57,2.6,3.82,21.1,2.66,8.87,45.88,29.99,71.32,462,27
2010,SP,3509205,total,total,total,0.65,0.759,0.554,0.652,0.398,0.654,médio,6.37,4.49,2.48,461.57,1.53,84.28,34.81,50.99,2.42,4.17,22.6,3.58,10.81,39.77,28.32,70.56,3054,198
2010,SP,3510609,total,total,total,0.645,0.753,0.564,0.632,0.42,0.654,baixo,28.24,0.45,0.85,408.43,0.17,84.65,39.87,34.96,2.5,5.42,23.4,6.92,3.12,42.02,34.89,70.19,833,60
2010,SP,3510609,total,total,total,0.809,0.898,0.754,0.783,0.685,0.791,muito alto,33.71,0.0,0.0,1043.72,1.02,81.63,11.59,36.79,1.26,6.18,9.4,1.99,1.88,68.49,61.67,78.88,3247,268
2010,SP,3513009,total,total,total,0.82,0.887,0.785,0.793,0.723,0.818,muito alto,21.63,0.0,0.31,1110.66,1.36,83.85,7.58,38.69,1.43,8.08,10.3,1.41,2.9,72.35,66.11,78.21,2381,253
2010,SP,3513009,total,total,total,0.678,0.799,0.575,0.678,0.487,0.625,médio,17.98,2.25,0.7,545.41,2.41,87.38,27.44,56.25,2.15,6.76,18.1,2.53,6.17,48.71,20.57,72.96,470,49
2010,SP,3513801,total,total,total,0.661,0.745,0.608,0.637,0.493,0.675,médio,10.27,3.48,5.03,421.07,1.79,86.49,36.67,37.22,2.21,4.43,24.4,7.92,4.56,49.33,35.5,69.72,811,49
2010,SP,3515004,total,total,total,0.733,0.835,0.693,0.682,0.607,0.741,alto,44.94,0.36,0.55,556.54,0.27,86.87,19.31,43.38,1.83,3.86,14.6,2.32,5.93,60.71,46.62,75.09,5464,308
2010,SP,3516309,total,total,total,0.708,0.803,0.665,0.664,0.531,0.744,alto,54.59,2.55,1.9,497.68,1.4,83.31,27.83,45.89,1.95,4.26,17.6,5.84,7.26,53.14,43.55,73.21,14286,909
2010,SP,3518800,total,total,total,0.783,0.88,0.727,0.75,0.643,0.773,muito alto,13.0,0.26,0.64,853.43,3.1,81.5,11.43,39.52,1.65,9.18,10.7,2.13,2.26,64.27,49.28,77.83,576,69
2010,SP,3518800,total,total,total,0.653,0.742,0.594,0.633,0.481,0.661,baixo,18.39,1.19,0.46,409.75,3.44,83.83,40.41,40.81,2.37,2.15,24.8,3.77,10.72,48.09,24.18,69.5,373,12
2010,SP,3518800,total,total,total,0.824,0.901,0.798,0.779,0.733,0.833,muito alto,17.6,0.0,0.0,1018.32,1.51,85.69,8.94,42.26,1.6,8.17,9.2,1.96,2.21,73.27,61.08,79.06,5286,585
2010,SP,3522208,total,total,total,0.76,0.844,0.732,0.71,0.634,0.786,alto,25.89,0.29,0.34,665.46,1.96,84.61,17.22,41.76,1.67,3.11,13.8,2.24,3.19,63.42,55.67,75.61,501,23
2010,SP,3522505,total,total,total,0.674,0.751,0.632,0.646,0.487,0.72,médio,35.38,0.57,1.11,445.71,1.74,85.18,33.25,48.35,2.26,2.9,23.6,2.57,7.13,48.68,45.14,70.08,32392,1471
2010,SP,3523107,total,total,total,0.727,0.821,0.69,0.678,0.597,0.741,alto,29.65,0.0,0.53,543.25,2.4,85.44,25.57,50.14,1.88,4.0,15.9,1.66,5.35,59.72,54.36,74.27,710,43
2010,SP,3525003,total,total,total,0.903,0.928,0.831,0.954,0.858,0.818,muito alto,13.56,0.5,0.1,3028.78,0.0,90.27,2.01,38.45,1.19,2.54,7.4,2.54,1.57,85.85,56.4,80.71,1019,38
2010,SP,3528502,total,total,total,0.828,0.91,0.774,0.805,0.686,0.823,muito alto,6.18,3.33,1.39,1201.3,1.41,84.38,11.96,41.11,1.39,7.53,8.6,0.87,3.05,68.59,67.83,79.6,1115,113
2010,SP,3534401,total,total,total,0.677,0.754,0.635,0.649,0.504,0.713,médio,22.42,0.98,0.62,452.64,0.39,85.44,32.53,43.22,2.32,5.16,23.2,1.52,6.1,50.44,40.51,70.26,1968,145
2010,SP,3543303,total,total,total,0.799,0.882,0.754,0.768,0.675,0.798,muito alto,33.66,0.72,0.3,951.41,1.32,76.24,9.14,34.52,1.27,7.93,10.6,4.12,2.8,67.52,60.84,77.92,2963,303
2010,SP,3544103,total,total,total,0.725,0.8,0.722,0.66,0.575,0.808,alto,25.99,1.19,1.93,487.3,1.47,80.13,31.08,45.23,2.12,4.92,18.0,1.69,6.24,57.53,50.91,73.01,5881,428
2010,SP,3547809,total,total,total,0.698,0.79,0.656,0.658,0.525,0.733,médio,15.86,0.0,0.15,478.85,1.48,81.68,27.47,52.68,2.12,1.59,19.1,4.96,8.13,52.52,43.92,72.37,6766,176
2010,SP,3547809,total,total,total,0.659,0.747,0.602,0.639,0.481,0.673,baixo,18.57,2.45,1.41,425.6,0.93,83.55,34.99,52.45,2.38,3.35,24.2,6.74,10.07,48.09,43.8,69.8,2383,127
2010,SP,3548708,total,total,total,0.825,0.902,0.765,0.813,0.672,0.816,muito alto,8.21,0.0,0.59,1256.99,0.92,70.43,6.6,35.39,1.33,9.18,9.2,1.97,2.45,67.19,65.27,79.13,5703,664
2010,SP,3548708,total,total,total,0.679,0.76,0.634,0.649,0.516,0.702,médio,17.83,4.79,0.18,454.88,0.42,85.22,33.37,41.53,2.35,2.44,22.5,3.46,7.83,51.65,41.47,70.61,5952,217
2010,SP,3548708,total,total,total,0.869,0.905,0.859,0.844,0.855,0.861,muito alto,18.35,0.0,0.0,1527.52,1.49,81.87,3.94,35.34,1.27,5.73,9.0,2.17,1.63,85.55,64.56,79.3,1474,111
2010,SP,3548708,total,total,total,0.648,0.766,0.551,0.645,0.424,0.627,baixo,18.45,3.62,1.9,441.64,1.08,81.68,36.68,44.88,2.35,2.23,21.8,7.23,6.1,42.44,27.6,70.98,1933,67
2010,SP,3548807,total,total,total,0.868,0.906,0.841,0.856,0.817,0.854,muito alto,38.51,0.0,0.0,1648.05,0.89,80.37,1.57,35.02,1.23,4.0,8.8,3.51,0.35,81.69,75.07,79.39,1141,62
2010,SP,3550308,total,total,total,0.765,0.866,0.703,0.736,0.632,0.742,alto,34.35,0.0,0.0,780.14,0.49,80.78,13.72,42.82,1.51,9.87,11.9,0.88,2.72,63.16,52.12,76.95,4186,546
2010,SP,3550308,total,total,total,0.806,0.886,0.776,0.762,0.706,0.813,muito alto,34.1,0.0,0.0,914.51,1.56,78.39,9.57,44.05,1.42,10.35,10.3,2.05,3.4,70.64,58.32,78.16,9477,1302
2010,SP,3550308,total,total,total,0.74,0.848,0.668,0.714,0.595,0.709,alto,62.81,5.49,0.0,678.87,2.7,75.28,23.19,42.63,1.6,6.72,13.4,2.88,6.3,59.47,41.38,75.89,714,67
2010,SP,3550308,total,total,total,0.652,0.748,0.577,0.642,0.486,0.629,médio,27.88,2.09,1.56,433.31,1.27,87.43,29.09,42.98,2.17,4.72,24.0,7.09,7.23,48.55,34.41,69.88,719,49
2010,SP,3550308,total,total,total,0.732,0.824,0.686,0.694,0.589,0.74,alto,51.23,0.0,0.3,599.06,1.28,79.63,23.75,32.83,1.66,8.84,15.6,5.25,2.62,58.92,47.38,74.43,343,39
2010,SP,3550308,total,total,total,0.674,0.801,0.553,0.691,0.439,0.621,médio,27.31,7.04,0.67,588.48,1.07,90.06,26.18,42.35,1.75,1.89,17.9,6.72,7.97,43.89,29.97,73.05,6212,176
2010,SP,3550308,total,total,total,0.893,0.93,0.8,0.958,0.808,0.796,muito alto,3.47,0.0,0.0,3109.22,1.17,80.24,5.3,37.58,1.2,8.87,7.3,1.42,2.43,80.82,61.03,80.8,2837,323
2010,SP,3550308,total,total,total,0.752,0.842,0.697,0.725,0.636,0.729,alto,42.04,0.0,0.64,728.29,1.13,76.6,13.82,41.79,1.57,8.65,13.9,5.15,5.38,63.55,42.49,75.54,3012,349
2010,SP,3550308,total,total,total,0.653,0.741,0.595,0.632,0.485,0.659,baixo,52.03,1.49,0.0,409.33,0.8,87.36,39.98,46.68,2.3,3.03,24.9,5.32,6.55,48.45,26.46,69.47,1160,55
2010,SP,3550308,total,total,total,0.736,0.822,0.703,0.69,0.625,0.746,alto,46.39,0.2,0.0,584.38,1.45,79.15,24.34,44.27,1.67,6.17,15.8,4.11,4.15,62.52,47.44,74.32,4260,375
2010,SP,3550308,total,total,total,0.654,0.751,0.577,0.646,0.479,0.633,médio,32.37,1.1,1.58,444.82,2.72,86.15,29.44,40.12,2.1,3.46,23.6,5.16,3.39,47.92,30.01,70.06,767,39
2010,SP,3550308,total,total,total,0.704,0.802,0.636,0.683,0.555,0.68,alto,35.79,0.0,0.0,561.65,1.17,85.49,18.87,41.99,1.69,5.15,17.8,2.81,4.57,55.53,33.4,73.1,569,42
2010,SP,3550308,total,total,total,0.869,0.927,0.751,0.941,0.821,0.719,muito alto,0.0,0.24,0.0,2801.54,1.96,80.5,3.74,44.85,1.21,14.27,7.5,7.48,2.06,82.13,45.47,80.6,4615,827
2010,SP,3550308,total,total,total,0.877,0.916,0.842,0.876,0.783,0.873,muito alto,41.81,0.0,0.0,1863.24,1.68,80.91,3.78,40.26,1.26,12.63,8.2,3.36,1.06,78.32,77.25,79.95,5843,918
2010,SP,3550308,total,total,total,0.772,0.877,0.674,0.777,0.59,0.72,alto,16.29,0.0,0.0,1007.38,1.51,78.01,10.52,45.59,1.36,15.0,11.0,4.1,2.17,59.02,39.68,77.64,4093,768
2010,SP,3550308,total,total,total,0.701,0.785,0.663,0.661,0.527,0.744,alto,60.41,0.0,2.23,489.38,1.07,81.5,29.59,46.91,1.9,3.5,19.6,5.77,5.9,52.71,40.12,72.11,20125,1076
2010,SP,3550308,total,total,total,0.677,0.806,0.552,0.699,0.419,0.634,médio,54.58,0.91,1.42,618.21,0.21,88.78,29.12,40.54,1.64,0.96,17.4,9.31,9.49,41.94,29.79,73.33,274,4
2010,SP,3550308,total,total,total,0.836,0.91,0.789,0.813,0.718,0.828,muito alto,19.14,0.0,0.0,1256.44,0.92,73.29,5.73,38.44,1.3,7.03,8.6,1.04,1.36,71.78,65.46,79.62,663,61
2010,SP,3550308,total,total,total,0.683,0.792,0.601,0.668,0.472,0.678,médio,25.19,0.0,0.28,510.82,1.76,87.73,27.72,45.82,1.93,10.07,18.9,2.91,3.28,47.22,29.74,72.5,1099,151
2010,SP,3550308,total,total,total,0.847,0.913,0.79,0.844,0.72,0.827,alto,35.73,0.0,0.0,1524.17,1.75,71.81,4.67,40.15,1.28,12.41,8.4,10.89,1.21,71.99,60.58,79.8,1983,309
2010,SP,3550308,total,total,total,0.784,0.89,0.699,0.774,0.654,0.723,alto,17.89,0.0,0.0,987.39,0.59,76.82,9.62,42.06,1.37,11.7,10.0,3.95,3.14,65.38,43.07,78.41,13084,1966
2010,SP,3550308,total,total,total,0.736,0.849,0.657,0.714,0.573,0.703,alto,27.11,1.09,1.12,681.49,0.91,69.12,17.96,40.74,1.59,5.64,13.3,5.63,5.48,57.27,40.28,75.94,23302,1832
2010,SP,3550308,total,total,total,0.84,0.911,0.793,0.82,0.724,0.83,muito alto,22.06,0.0,0.0,1312.81,1.55,81.35,8.77,37.17,1.29,10.02,8.5,2.66,1.6,72.36,59.11,79.66,4815,608
2010,SP,3552809,total,total,total,0.81,0.897,0.768,0.772,0.739,0.782,muito alto,28.0,0.0,0.0,978.68,0.28,84.72,7.7,39.18,1.44,8.15,9.5,2.99,2.54,73.9,58.62,78.8,6726,727
2010,SP,3518404,total,total,total,0.76,0.852,0.724,0.713,0.658,0.759,muito alto,0.0,0.37,0.0,675.51,1.39,71.58,17.31,40.32,1.37,12.33,13.0,0.78,3.08,65.85,50.7,76.14,5948,928
2010,SP,3549904,total,total,total,0.879,0.911,0.863,0.864,0.86,0.864,muito alto,0.0,0.0,0.0,1727.11,1.22,78.33,4.28,34.65,1.21,4.9,8.5,3.5,0.72,86.0,73.2,79.67,2506,164
2000,AC,1200336,total,total,total,0.456,0.682,0.285,0.489,0.234,0.314,muito baixo,6.1,73.54,99.53,167.7,27.65,78.25,81.92,89.92,4.9,2.86,32.63,26.82,40.27,23.44,14.39,65.93,6108,372
2000,DF,5300108,total,total,total,0.69,0.818,0.568,0.707,0.574,0.565,médio,25.09,1.85,2.44,649.95,0.78,85.16,28.28,42.76,2.07,2.59,20.3,3.45,1.92,57.37,21.9,74.09,287,11
2000,AP,1600303,total,total,total,0.622,0.754,0.479,0.667,0.529,0.455,baixo,6.2,19.3,16.38,506.43,1.66,81.67,51.58,66.82,3.25,2.74,24.12,8.43,9.85,52.92,20.41,70.21,156783,7757
2000,AM,1301803,total,total,total,0.318,0.665,0.129,0.374,0.1,0.147,muito baixo,11.41,46.2,92.6,81.81,25.99,81.84,94.08,113.51,5.42,2.46,47.6,30.73,55.9,10.01,3.57,64.91,5097,304
2000,AM,1302603,total,total,total,0.749,0.833,0.645,0.783,0.717,0.612,alto,22.04,1.79,3.24,1043.57,0.83,72.26,19.19,62.4,1.8,1.71,18.9,5.19,6.1,71.66,38.44,75.0,451,14
2000,AM,1302603,total,total,total,0.61,0.736,0.476,0.648,0.526,0.452,baixo,15.08,7.47,6.81,450.82,1.63,81.03,46.56,55.64,2.17,3.18,33.0,8.27,8.81,52.64,24.35,69.18,1522,81
2000,AM,1302603,total,total,total,0.617,0.737,0.485,0.656,0.557,0.452,baixo,13.8,1.16,2.07,474.9,1.71,80.23,44.53,49.09,2.13,3.82,32.9,6.89,5.14,55.73,21.02,69.21,46648,2796
2000,AM,1303569,total,total,total,0.435,0.705,0.22,0.528,0.229,0.216,muito baixo,5.31,46.26,7.35,213.85,15.14,83.48,81.89,72.12,3.36,2.08,38.66,31.25,20.72,22.88,9.28,67.3,9395,365
2000,AL,2705507,total,total,total,0.391,0.615,0.204,0.477,0.154,0.234,muito baixo,16.31,10.72,17.69,155.8,2.86,74.12,88.33,76.0,4.26,5.25,55.88,16.4,45.8,15.39,1.72,61.91,13485,1294
2000,AL,2704302,total,total,total,0.75,0.796,0.676,0.785,0.686,0.671,alto,7.11,1.36,5.62,1055.06,2.69,60.27,27.08,54.6,1.6,2.3,25.4,7.96,20.91,68.6,45.86,72.76,631,24
2000,AL,2704302,total,total,total,0.669,0.733,0.583,0.699,0.618,0.567,alto,6.65,0.61,2.77,621.37,1.19,72.09,29.44,46.12,2.17,3.34,35.4,5.98,12.92,61.8,38.55,68.99,2423,123
2000,AL,2704302,total,total,total,0.451,0.635,0.268,0.542,0.26,0.272,muito baixo,9.2,8.22,10.78,232.7,0.99,66.18,76.96,58.48,2.7,3.47,55.6,15.33,32.15,25.99,6.26,63.08,8879,513
2000,AL,2707701,total,total,total,0.588,0.689,0.454,0.649,0.478,0.443,baixo,3.24,3.31,4.49,453.46,2.26,71.81,50.07,59.45,2.1,2.05,43.7,5.69,21.08,47.79,13.95,66.35,544,19
2000,AL,2708600,total,total,total,0.534,0.67,0.388,0.585,0.358,0.404,muito baixo,3.24,1.05,3.0,305.43,2.32,67.68,64.46,59.44,2.46,4.11,47.7,7.69,29.96,35.83,12.96,65.18,2896,199
2000,MS,5004502,total,total,total,0.55,0.711,0.378,0.617,0.278,0.441,muito baixo,14.35,14.16,3.0,372.58,5.63,82.62,60.26,60.0,2.6,6.1,32.47,10.07,16.87,27.75,35.04,67.69,10660,1040
2000,ES,3203106,total,total,total,0.6,0.762,0.451,0.628,0.336,0.523,médio,5.56,1.48,3.14,397.96,8.02,72.86,57.43,59.1,2.58,8.87,26.73,6.07,17.68,33.58,27.64,70.74,6718,904
2000,ES,3204104,total,total,total,0.567,0.73,0.422,0.591,0.264,0.533,muito baixo,5.15,10.2,8.69,316.24,4.22,84.28,68.24,56.17,2.41,6.6,26.85,5.15,24.06,26.39,20.95,68.79,13621,1407
2000,ES,3205002,total,total,total,0.628,0.758,0.502,0.65,0.475,0.516,baixo,22.93,1.87,2.98,455.67,0.67,73.6,44.11,56.28,2.08,4.47,25.9,6.96,11.24,47.52,23.61,70.5,6701,484
2000,ES,3205002,total,total,total,0.56,0.747,0.384,0.612,0.358,0.397,muito baixo,31.14,2.19,12.17,360.68,1.48,77.82,54.3,66.38,2.48,4.0,27.4,10.34,14.03,35.83,17.33,69.8,3103,215
2000,ES,3205002,total,total,total,0.56,0.739,0.403,0.589,0.331,0.444,muito baixo,8.43,2.29,12.51,313.0,1.8,75.55,56.26,42.39,2.59,2.59,28.5,10.46,8.31,33.09,16.42,69.33,385,16
2000,ES,3205002,total,total,total,0.847,0.848,0.836,0.856,0.853,0.828,muito alto,22.94,0.0,0.0,1649.74,1.66,74.65,5.14,43.08,1.31,5.0,15.6,0.8,1.84,85.35,68.75,75.86,435,32
2000,ES,3205002,total,total,total,0.708,0.784,0.663,0.684,0.635,0.677,muito alto,5.83,1.22,0.49,564.53,0.98,82.76,25.14,49.44,1.94,6.26,22.6,1.17,10.36,63.47,39.22,72.05,878,83
2000,ES,3205309,total,total,total,0.778,0.832,0.742,0.764,0.71,0.759,muito alto,0.0,0.16,0.36,930.33,1.23,68.14,14.67,35.18,1.44,4.55,17.3,3.62,1.67,70.99,46.4,74.89,1651,103
2000,ES,3205309,total,total,total,0.558,0.72,0.427,0.564,0.309,0.502,muito baixo,6.34,0.75,0.74,267.47,0.57,81.23,65.91,54.06,2.83,4.75,31.2,5.34,8.26,30.86,12.35,68.21,420,32
2000,PA,1505304,total,total,total,0.517,0.733,0.335,0.562,0.286,0.363,muito baixo,5.68,61.74,27.5,264.69,11.13,79.97,74.02,80.87,4.75,3.96,30.89,10.45,16.42,28.62,9.49,69.0,24852,1912
2000,PA,1501402,total,total,total,0.473,0.688,0.293,0.526,0.28,0.299,muito baixo,18.65,29.47,15.6,211.28,3.5,78.48,76.84,67.0,3.08,3.04,40.4,12.75,8.98,28.0,5.22,66.25,2908,157
2000,PA,1501402,total,total,total,0.724,0.815,0.65,0.715,0.707,0.623,muito alto,4.0,1.03,1.51,683.94,2.13,76.75,29.79,43.98,1.62,4.65,20.6,2.13,5.74,70.74,33.74,73.92,1289,89
2000,PA,1501402,total,total,total,0.673,0.789,0.578,0.669,0.642,0.548,médio,16.99,1.39,0.11,515.36,1.18,70.84,34.01,51.71,1.76,1.62,24.0,2.19,5.13,64.16,24.15,72.35,946,25
2000,PA,1501402,total,total,total,0.746,0.829,0.669,0.749,0.745,0.633,muito alto,10.25,0.83,1.11,847.28,2.96,73.36,22.93,45.0,1.57,9.86,19.0,3.7,2.85,74.55,37.35,74.72,4522,612
2000,CE,2300507,total,total,total,0.422,0.63,0.262,0.456,0.13,0.371,muito baixo,5.04,33.32,23.36,136.44,20.48,59.26,88.31,84.54,3.35,8.38,60.81,3.64,42.4,12.97,3.23,62.8,5319,800
2000,CE,2303204,total,total,total,0.392,0.619,0.223,0.438,0.123,0.299,muito baixo,7.68,20.25,15.82,122.43,28.28,61.52,89.53,78.93,3.2,6.58,63.77,5.41,44.03,12.32,5.0,62.13,14031,1693
2000,CE,2312205,total,total,total,0.432,0.712,0.234,0.482,0.153,0.29,muito baixo,3.93,18.35,43.56,160.84,33.75,68.23,85.75,77.47,3.54,7.34,41.14,7.4,40.17,15.32,7.24,67.7,24053,3111
