ano,sigla_uf,id_municipio,raca_cor,sexo,localizacao,idhm,idhm_l,idhm_e,idhm_r,idhm_subescolaridade,idhm_subfrequencia,prosperidade_social,proporcao_vulnerabilidade_socioeconomica,proporcao_sem_agua_esgoto,proporcao_sem_coleta,renda_per_capita,proporcao_sem_renda_18_mais,renda_trabalho,proporcao_vulneravel,razao_dependencia,fecundidade_total,taxa_envelhecimento,mortalidade_1_menos,proporcao_crianca_fora_escola_6_14,proporcao_analfabetismo_18_mais,proporcao_fundamental_completo_18_mais,proporcao_medio_completo_18_20,expectativa_vida,populacao_18_mais,populacao_65_mais
2000,AC,1200807,total,homem,total,0.416,0.685,0.195,0.54,0.137,0.233,,,37.64,22.39,230.37,16.21,80.43,74.28,73.58,,4.33,37.69,21.78,32.78,13.7,0.0,66.07,3443,263
2000,AL,2703007,total,homem,total,0.328,0.635,0.12,0.461,0.067,0.161,,,26.46,8.83,141.21,5.74,82.05,87.05,84.09,,7.06,55.71,27.05,53.31,6.73,0.0,63.09,4033,527
2000,AL,2709301,total,homem,total,0.408,0.66,0.205,0.502,0.16,0.232,,,5.95,8.71,181.35,7.11,80.52,83.11,75.39,,5.68,46.79,22.01,44.47,15.98,4.21,64.62,15833,1600
2000,MS,5003256,total,homem,total,0.613,0.785,0.383,0.765,0.233,0.491,,,4.71,4.96,936.74,1.29,97.16,51.38,53.73,,5.33,20.44,1.96,13.92,23.34,10.43,72.1,5160,419
2000,MS,5004700,total,homem,total,0.602,0.791,0.44,0.627,0.291,0.541,,,7.01,6.91,395.52,5.13,91.82,54.43,51.28,,6.0,19.37,6.62,13.13,29.07,26.58,72.46,7189,643
2000,ES,3200805,total,homem,total,0.594,0.773,0.44,0.617,0.294,0.538,,,4.32,16.77,372.07,4.95,80.45,57.12,54.81,,6.76,22.02,6.0,15.74,29.4,23.85,71.39,8855,921
2000,PA,1505486,total,homem,total,0.342,0.676,0.105,0.56,0.046,0.159,,,26.42,72.55,260.2,19.82,90.62,80.27,79.71,,3.43,39.39,23.61,32.84,4.62,0.0,65.54,7999,491
2000,PA,1507961,total,homem,total,0.48,0.709,0.308,0.505,0.234,0.354,,,66.33,57.88,185.0,7.86,86.89,83.28,74.17,,4.37,35.18,6.49,14.15,23.35,0.0,67.55,2293,186
2000,CE,2304251,total,homem,total,0.42,0.68,0.239,0.457,0.086,0.4,,,36.31,39.15,137.25,19.53,76.68,88.54,76.89,,5.24,42.62,5.26,44.78,8.55,3.94,65.82,5326,515
2000,CE,2305332,total,homem,total,0.431,0.678,0.27,0.436,0.124,0.398,,,37.87,18.5,120.75,31.89,76.83,90.23,67.36,,5.55,43.88,3.54,43.86,12.38,6.08,65.71,2848,271
2000,CE,2310001,total,homem,total,0.486,0.72,0.362,0.44,0.181,0.512,,,5.58,28.91,123.65,56.76,61.49,87.91,70.5,,8.52,33.48,3.4,41.36,18.09,11.43,68.17,2386,346
2000,CE,2311702,total,homem,total,0.438,0.672,0.263,0.477,0.146,0.353,,,22.88,28.68,155.59,11.03,63.77,87.18,82.42,,9.4,42.51,7.94,47.8,14.56,3.06,65.35,6023,988
2000,CE,2313559,total,homem,total,0.422,0.679,0.265,0.419,0.145,0.357,,,19.26,84.66,108.65,42.22,55.51,91.16,80.09,,6.8,44.39,11.59,47.32,14.52,7.85,65.71,3269,398
2000,CE,2313906,total,homem,total,0.379,0.652,0.203,0.413,0.089,0.306,,,11.27,27.8,104.45,28.93,62.61,92.27,78.72,,6.05,48.95,12.78,51.31,8.88,2.55,64.1,3254,354
2000,MT,5101902,total,homem,total,0.511,0.762,0.259,0.676,0.187,0.305,,,14.42,23.41,536.28,9.65,95.29,44.92,57.33,,3.08,22.67,16.58,14.0,18.68,8.08,70.73,3220,157
2000,GO,5200506,total,homem,total,0.594,0.788,0.388,0.685,0.225,0.509,,,1.07,8.36,568.74,1.25,89.65,48.94,44.62,,7.44,21.78,6.38,17.28,22.53,12.99,72.3,795,80
2000,GO,5217401,total,homem,total,0.644,0.818,0.465,0.703,0.345,0.539,,,3.36,13.96,634.38,0.49,84.52,43.18,49.74,,6.91,17.11,4.56,8.24,34.47,13.54,74.07,8850,891
2000,GO,5221577,total,homem,total,0.517,0.754,0.348,0.526,0.175,0.491,,,12.57,1.0,211.62,8.08,87.27,80.37,55.05,,4.44,26.94,1.44,21.0,17.51,6.43,70.26,1016,71
2000,GO,5208004,total,homem,total,0.598,0.768,0.426,0.654,0.341,0.476,,,8.32,10.02,467.97,1.79,89.66,55.47,59.43,,3.72,23.03,7.11,13.46,34.09,19.75,71.08,23250,1437
2000,RJ,3300704,total,homem,total,0.616,0.786,0.429,0.696,0.386,0.451,,,5.93,3.44,607.56,0.72,77.12,42.31,53.38,,4.53,20.97,8.1,8.57,38.6,10.01,72.14,40078,2832
2000,RJ,3302007,total,homem,total,0.615,0.775,0.451,0.665,0.39,0.485,,,4.75,8.9,500.65,0.74,80.14,43.01,52.45,,4.55,22.26,3.59,7.44,39.04,10.35,71.51,26026,1837
2010,RO,1100106,total,homem,total,0.643,0.798,0.499,0.666,0.471,0.513,,1.38,38.12,10.6,505.52,4.81,85.69,44.2,58.9,,4.7,19.14,6.82,9.33,47.14,22.98,72.9,12840,963
2010,RO,1100189,total,homem,total,0.703,0.829,0.577,0.728,0.454,0.651,,2.36,4.69,1.82,740.06,1.69,82.39,24.64,47.73,,5.73,14.57,3.8,7.46,45.43,39.48,74.73,11457,970
2010,RO,1101807,total,homem,total,0.588,0.793,0.397,0.647,0.253,0.497,,3.98,5.95,7.14,448.02,13.72,77.28,55.38,46.56,,5.45,19.91,3.16,13.67,25.31,10.21,72.56,2852,231
2000,MA,2102200,total,homem,total,0.376,0.644,0.201,0.409,0.108,0.274,,,4.14,90.53,101.88,30.31,72.29,91.75,89.26,,5.4,45.9,7.51,47.87,10.83,2.0,63.64,6197,666
2000,MA,2102754,total,homem,total,0.361,0.638,0.176,0.419,0.092,0.244,,,8.05,75.43,108.46,4.57,79.3,91.61,76.97,,6.55,50.64,8.64,43.42,9.2,2.54,63.26,2933,347
2000,MA,2102804,total,homem,total,0.48,0.708,0.296,0.529,0.218,0.345,,,5.22,38.07,214.72,24.2,74.26,77.08,78.13,,6.01,33.23,11.58,27.38,21.85,0.62,67.49,6576,720
2000,MA,2104081,total,homem,total,0.271,0.613,0.076,0.426,0.044,0.101,,,0.0,100.0,113.44,10.88,87.38,95.42,86.76,,4.55,54.69,23.1,56.51,4.39,0.0,61.77,1233,114
2000,MA,2105427,total,homem,total,0.514,0.709,0.295,0.649,0.161,0.4,,,47.28,22.8,454.15,7.41,95.55,74.63,67.5,,2.79,35.26,11.13,29.89,16.09,4.62,67.57,6449,325
2000,MA,2106201,total,homem,total,0.46,0.694,0.3,0.466,0.153,0.42,,,75.15,100.0,145.62,20.07,84.6,84.64,83.32,,4.98,40.84,1.93,29.29,15.31,0.0,66.62,1582,147
2000,MA,2107001,total,homem,total,0.397,0.672,0.204,0.457,0.111,0.278,,,18.76,56.76,137.36,29.53,79.46,87.75,74.44,,6.03,41.04,10.22,32.0,11.06,0.66,65.34,3002,324
2000,PE,2602209,total,homem,total,0.424,0.688,0.24,0.461,0.124,0.334,,,48.14,39.47,140.98,35.17,74.17,85.85,70.42,,7.73,40.5,8.96,39.05,12.38,3.84,66.28,10659,1397
2000,PE,2611408,total,homem,total,0.417,0.67,0.223,0.484,0.118,0.306,,,18.42,23.04,162.92,5.48,79.18,85.24,68.83,,5.98,45.2,9.41,37.85,11.83,4.2,65.17,3416,352
2000,PE,2607901,total,homem,total,0.617,0.767,0.468,0.654,0.433,0.486,,,15.82,28.42,467.4,0.89,79.97,59.81,52.23,,3.61,24.47,7.18,11.31,43.34,16.53,71.03,173806,9960
2010,AP,1600501,total,homem,total,0.634,0.775,0.479,0.687,0.43,0.506,,19.71,45.25,5.09,576.71,9.78,93.0,49.06,64.88,,2.55,22.83,4.82,10.33,43.0,19.49,71.49,6219,266
2010,AM,1302405,total,homem,total,0.515,0.72,0.349,0.545,0.268,0.398,,11.05,29.22,19.0,237.6,25.15,79.94,72.9,70.81,,4.02,31.44,15.11,32.27,26.82,11.93,68.19,10815,781
2000,RN,2403202,total,homem,total,0.371,0.627,0.196,0.415,0.084,0.3,,,31.97,5.02,106.15,80.17,51.97,88.85,67.99,,6.01,58.63,7.88,50.69,8.37,4.89,62.61,1898,196
2000,RN,2409100,total,homem,total,0.442,0.664,0.274,0.474,0.133,0.394,,,54.75,3.25,152.61,25.09,64.18,85.75,75.14,,7.3,48.85,7.38,48.56,13.34,1.89,64.87,2387,301
2010,ES,3201209,total,homem,total,0.739,0.847,0.648,0.735,0.542,0.709,,3.51,0.37,0.88,774.75,1.81,81.06,22.55,42.61,,6.77,13.45,2.84,6.04,54.2,42.09,75.8,66485,6287
2010,ES,3204500,total,homem,total,0.622,0.801,0.468,0.643,0.275,0.61,,2.16,1.2,4.54,437.23,11.95,70.22,51.38,44.71,,8.42,18.44,8.46,13.69,27.48,33.87,73.09,4648,540
2010,ES,3205010,total,homem,total,0.65,0.8,0.527,0.651,0.369,0.629,,1.74,4.08,14.51,458.78,2.48,87.17,43.83,52.63,,4.71,18.77,6.34,13.79,36.92,30.16,73.01,7746,568
2010,AL,2701704,total,homem,total,0.557,0.734,0.426,0.552,0.277,0.528,,11.55,11.79,1.28,248.79,5.01,75.33,70.64,63.52,,6.32,29.99,6.07,35.72,27.68,19.67,69.02,5076,515
2010,AL,2708204,total,homem,total,0.555,0.743,0.428,0.538,0.27,0.538,,7.67,3.36,6.87,227.46,28.65,59.76,77.36,59.13,,6.55,29.72,7.39,37.53,27.02,15.35,69.6,2078,218
2000,TO,1711506,total,homem,total,0.443,0.713,0.221,0.552,0.165,0.257,,,18.03,16.81,248.01,11.81,86.8,78.05,59.41,,7.77,28.9,16.02,28.95,16.47,5.16,67.81,1071,131
2000,TO,1717909,total,homem,total,0.489,0.721,0.283,0.573,0.179,0.355,,,9.34,30.42,282.37,17.4,89.85,81.18,73.36,,5.98,31.23,14.76,21.22,17.92,2.79,68.26,1890,199
2000,TO,1718501,total,homem,total,0.335,0.694,0.134,0.405,0.109,0.149,,,16.43,23.39,99.64,27.98,77.53,89.15,82.72,,3.91,34.48,28.19,28.12,10.85,0.0,66.66,857,65
2000,PB,2501500,total,homem,total,0.383,0.634,0.193,0.458,0.093,0.279,,,22.34,28.2,138.35,39.47,60.21,87.17,75.23,,8.11,57.79,11.22,53.5,9.25,0.65,63.03,6163,874
2000,PB,2502904,total,homem,total,0.451,0.683,0.275,0.489,0.121,0.415,,,18.82,19.73,167.24,6.67,72.95,83.35,70.35,,9.21,43.17,5.7,45.65,12.09,8.49,65.97,1869,279
2000,PB,2505303,total,homem,total,0.406,0.639,0.228,0.459,0.113,0.325,,,3.89,29.51,138.94,7.78,77.75,89.13,60.31,,3.81,54.02,2.13,44.93,11.29,6.16,63.32,788,50
2000,PB,2507101,total,homem,total,0.354,0.629,0.145,0.484,0.042,0.268,,,3.78,7.01,162.71,10.5,75.76,83.49,68.87,,6.9,58.46,10.98,57.9,4.25,0.0,62.76,4202,507
2000,PB,2509339,total,homem,total,0.39,0.633,0.203,0.462,0.07,0.346,,,28.61,53.47,141.5,16.75,71.59,83.64,95.45,,8.85,57.34,9.13,58.08,6.96,13.96,62.95,1122,183
2000,PB,2511301,total,homem,total,0.49,0.693,0.326,0.521,0.219,0.397,,,9.54,30.11,204.63,17.5,73.34,80.43,61.99,,7.23,39.34,9.44,42.68,21.9,3.48,66.59,4315,507
2000,PB,2515930,total,homem,total,0.441,0.687,0.26,0.48,0.119,0.384,,,25.33,1.83,158.84,37.12,62.7,87.21,73.26,,11.39,40.68,1.73,40.7,11.92,2.73,66.23,1077,193
2000,BA,2900603,total,homem,total,0.427,0.673,0.228,0.506,0.106,0.334,,,5.0,8.78,186.49,5.65,83.2,79.97,70.37,,7.93,41.5,7.4,33.58,10.65,5.87,65.37,1587,220
2000,BA,2904050,total,homem,total,0.34,0.674,0.123,0.475,0.052,0.188,,,51.38,8.43,154.14,5.89,89.69,87.75,77.56,,3.27,40.09,19.42,30.28,5.25,0.0,65.46,3442,209
2000,BA,2907400,total,homem,total,0.44,0.681,0.282,0.442,0.162,0.373,,,6.94,17.97,125.13,14.68,76.47,82.27,66.75,,7.13,40.25,4.48,39.35,16.21,0.0,65.84,934,115
2000,BA,2914505,total,homem,total,0.455,0.678,0.274,0.506,0.163,0.356,,,37.06,20.2,186.25,17.4,79.88,83.25,73.27,,6.03,39.71,5.45,29.64,16.27,6.87,65.69,6894,747
2000,BA,2925956,total,homem,total,0.331,0.648,0.135,0.416,0.043,0.239,,,19.74,21.62,106.71,32.61,73.39,90.26,75.22,,7.13,47.2,5.67,40.82,4.28,0.0,63.87,6236,789
2000,BA,2928000,total,homem,total,0.459,0.69,0.262,0.535,0.139,0.359,,,9.81,26.06,223.57,4.31,87.48,82.99,63.22,,5.54,39.05,6.74,37.48,13.89,4.06,66.42,9114,855
2000,BA,2928208,total,homem,total,0.455,0.682,0.272,0.509,0.172,0.342,,,30.77,20.18,189.79,15.53,77.87,80.61,67.62,,7.48,40.79,4.91,36.03,17.2,7.43,65.89,7511,911
2010,PA,1501808,total,homem,total,0.47,0.688,0.285,0.527,0.227,0.32,,8.14,61.47,5.07,212.43,12.13,85.7,78.85,78.86,,3.94,37.95,10.19,26.58,22.65,7.52,66.31,25111,1887
2010,PA,1502855,total,homem,total,0.552,0.748,0.452,0.497,0.319,0.538,,20.15,67.23,63.79,175.87,39.96,73.27,83.31,73.13,,4.24,26.93,3.8,17.03,31.93,11.97,69.9,3564,274
2010,PA,1503309,total,homem,total,0.511,0.718,0.36,0.515,0.246,0.436,,7.83,54.84,9.78,197.23,10.41,80.7,78.1,62.87,,4.78,32.46,7.25,21.68,24.61,11.63,68.1,17630,1411
2010,PA,1505908,total,homem,total,0.474,0.693,0.295,0.521,0.211,0.349,,9.17,50.51,44.55,205.23,28.19,82.93,78.35,81.38,,3.65,37.93,11.23,21.04,21.14,4.89,66.58,8939,647
2010,PA,1506112,total,homem,total,0.503,0.699,0.332,0.55,0.221,0.407,,22.14,42.61,18.5,244.84,17.0,73.31,76.41,63.13,,6.14,37.66,4.35,31.9,22.12,7.79,66.93,3896,396
2010,PA,1506138,total,homem,total,0.652,0.801,0.511,0.678,0.409,0.571,,3.74,25.31,12.75,542.85,2.42,90.26,39.35,53.68,,4.75,18.65,4.51,13.1,40.94,23.19,73.08,24359,1790
2010,MS,5000906,total,homem,total,0.635,0.788,0.509,0.64,0.336,0.626,,2.69,12.1,9.03,429.26,6.38,85.22,50.24,70.11,,7.9,19.58,2.97,13.1,33.64,24.14,72.26,2485,323
2010,MS,5005400,total,homem,total,0.724,0.843,0.592,0.761,0.505,0.64,,7.69,6.87,1.63,914.15,2.97,84.8,21.83,41.55,,4.28,14.18,3.44,7.99,50.52,29.76,75.56,13434,820
2010,TO,1703107,total,homem,total,0.62,0.799,0.494,0.603,0.312,0.622,,5.24,2.58,2.42,340.26,6.52,81.94,50.51,51.16,,7.7,19.29,3.59,20.71,31.18,28.65,72.92,1891,205
2010,TO,1703305,total,homem,total,0.627,0.782,0.512,0.617,0.37,0.603,,6.9,12.23,11.98,371.45,14.23,80.68,48.97,57.69,,5.22,19.77,3.85,19.04,36.96,13.72,71.91,1225,103
2010,TO,1710904,total,homem,total,0.575,0.77,0.406,0.607,0.248,0.519,,10.75,6.27,11.16,350.1,19.32,78.16,55.5,57.45,,8.64,21.76,3.23,23.61,24.76,21.29,71.21,1267,166
2010,TO,1712504,total,homem,total,0.609,0.759,0.465,0.64,0.341,0.544,,6.44,10.03,6.45,427.97,10.5,87.71,46.86,56.28,,7.15,23.77,0.55,23.01,34.1,18.09,70.51,1516,165
2010,TO,1718865,total,homem,total,0.592,0.761,0.444,0.612,0.342,0.506,,10.57,13.79,3.74,360.98,7.17,82.37,57.77,59.93,,5.25,23.87,9.44,23.83,34.18,17.15,70.67,2048,179
2010,TO,1720101,total,homem,total,0.606,0.785,0.467,0.607,0.356,0.534,,8.72,39.39,11.34,348.8,21.01,86.09,63.16,69.01,,6.34,21.14,5.1,21.1,35.57,5.46,72.12,1416,150
2000,SE,2800209,total,homem,total,0.43,0.66,0.245,0.492,0.15,0.313,,,9.66,1.63,170.94,11.24,78.9,82.5,70.08,,6.44,47.36,7.19,42.42,14.98,4.6,64.61,5306,577
2000,SE,2802007,total,homem,total,0.433,0.672,0.261,0.464,0.173,0.32,,,28.7,23.25,143.51,6.91,83.88,89.48,66.4,,4.24,43.57,3.56,37.43,17.26,0.0,65.34,926,70
2000,SE,2806800,total,homem,total,0.38,0.649,0.179,0.473,0.076,0.275,,,37.32,13.25,151.83,13.05,80.15,86.52,69.02,,5.75,50.03,11.05,41.92,7.58,0.95,63.95,2707,268
2010,RN,2410108,total,homem,total,0.559,0.742,0.422,0.558,0.292,0.508,,5.98,21.85,2.88,257.71,21.2,68.53,69.49,58.23,,7.42,28.78,4.88,35.63,29.16,12.92,69.49,4538,527
2010,RN,2408953,total,homem,total,0.55,0.739,0.408,0.552,0.271,0.5,,3.95,4.84,2.92,247.75,8.88,75.16,69.13,63.82,,6.4,29.67,0.67,32.27,27.12,7.69,69.36,3150,326
2010,RN,2413706,total,homem,total,0.558,0.736,0.449,0.525,0.277,0.571,,4.97,34.4,0.39,209.77,28.43,59.33,72.48,52.56,,8.53,29.73,0.0,37.81,27.69,23.71,69.16,1701,217
2010,RN,2414407,total,homem,total,0.554,0.727,0.417,0.56,0.265,0.524,,7.58,20.18,0.1,261.52,14.93,75.29,68.43,60.04,,6.4,31.37,0.89,35.69,26.5,9.26,68.59,10102,1024
2010,MA,2108306,total,homem,total,0.546,0.735,0.429,0.517,0.288,0.523,,13.63,51.35,41.12,199.87,20.1,71.79,76.58,73.25,,6.18,29.29,3.22,24.86,28.84,16.0,69.12,9936,1075
2010,RJ,3301876,total,homem,total,0.763,0.844,0.696,0.755,0.659,0.715,,5.05,2.34,1.01,880.44,1.22,56.01,25.3,50.2,,10.93,13.5,1.44,3.95,65.89,51.38,75.64,8014,1207
2010,GO,5212709,total,homem,total,0.599,0.77,0.455,0.613,0.26,0.601,,8.7,1.24,4.32,362.32,10.87,86.62,59.18,53.95,,4.51,23.23,2.54,21.54,26.03,24.33,71.22,2241,158
2010,GO,5204557,total,homem,total,0.67,0.811,0.553,0.672,0.411,0.641,,17.7,0.32,0.0,524.77,6.93,79.64,36.33,43.21,,8.54,16.88,11.13,12.51,41.07,38.54,73.64,1235,144
2010,PB,2500502,total,homem,total,0.556,0.728,0.42,0.561,0.25,0.545,,7.57,18.28,3.49,262.4,18.19,73.91,69.84,60.77,,7.42,31.45,1.84,42.08,25.04,20.08,68.68,4243,497
2010,PB,2500775,total,homem,total,0.553,0.748,0.399,0.567,0.213,0.546,,2.79,9.18,3.58,272.32,20.48,62.48,64.2,54.15,,10.88,28.01,5.5,35.47,21.34,19.66,69.88,2697,413
2010,PB,2502409,total,homem,total,0.544,0.715,0.393,0.574,0.27,0.474,,2.21,5.38,4.06,284.17,22.44,72.7,62.99,58.36,,7.6,33.3,4.84,36.17,26.96,14.58,67.88,3449,405
2010,PB,2503308,total,homem,total,0.546,0.746,0.376,0.581,0.211,0.503,,3.43,9.93,4.23,296.47,22.89,68.67,56.94,51.34,,8.37,28.51,4.46,32.56,21.08,12.07,69.79,3285,403
2010,PB,2506202,total,homem,total,0.617,0.763,0.49,0.629,0.251,0.686,,4.5,10.94,0.0,400.02,22.3,71.35,52.57,56.61,,12.59,24.64,0.0,38.81,25.05,38.55,70.78,1047,184
2010,PB,2508000,total,homem,total,0.548,0.742,0.406,0.546,0.219,0.553,,7.7,12.53,3.53,239.68,25.81,66.23,68.2,50.81,,7.48,28.91,3.08,38.6,21.86,20.62,69.53,3266,366
2010,PB,2509206,total,homem,total,0.538,0.733,0.385,0.554,0.181,0.561,,3.59,33.14,2.59,250.85,27.08,72.41,69.13,60.38,,9.01,30.43,2.75,35.61,18.08,20.18,68.98,4020,563
2010,PB,2509503,total,homem,total,0.574,0.763,0.457,0.542,0.248,0.62,,1.51,28.55,0.18,233.99,43.1,61.02,64.62,60.04,,8.99,24.98,1.67,31.82,24.83,27.02,70.76,1629,221
2010,PB,2510402,total,homem,total,0.527,0.723,0.386,0.524,0.202,0.533,,2.84,8.4,12.69,209.12,32.44,67.12,75.4,54.79,,8.71,32.97,1.62,40.28,20.2,11.91,68.38,2255,290
2010,PB,2512788,total,homem,total,0.56,0.741,0.414,0.571,0.241,0.543,,6.53,23.53,0.0,278.63,18.47,70.85,63.47,56.11,,7.29,28.19,2.77,30.34,24.14,11.34,69.46,577,63
2010,PB,2512747,total,homem,total,0.54,0.744,0.418,0.506,0.23,0.563,,4.76,14.91,12.91,186.92,27.19,63.73,78.89,58.31,,7.76,28.64,2.13,39.74,22.98,21.82,69.66,1025,124
2010,CE,2300804,total,homem,total,0.559,0.734,0.436,0.545,0.236,0.592,,4.07,10.7,15.23,238.01,31.39,61.55,71.25,71.17,,10.28,29.44,5.84,37.87,23.61,20.29,69.03,2088,343
2010,CE,2302057,total,homem,total,0.563,0.739,0.474,0.509,0.242,0.664,,9.25,19.13,26.75,190.05,19.16,69.36,79.58,59.33,,7.53,28.95,2.78,45.67,24.18,22.69,69.32,4534,552
2010,CE,2311355,total,homem,total,0.578,0.741,0.477,0.546,0.245,0.665,,4.08,7.26,2.73,239.78,28.13,57.42,67.57,50.96,,9.95,27.6,2.71,46.68,24.52,23.24,69.48,5265,749
2010,CE,2303501,total,homem,total,0.632,0.78,0.549,0.59,0.386,0.654,,5.99,30.0,26.18,313.94,9.12,77.71,59.74,50.76,,7.57,22.15,3.56,26.63,38.62,29.29,71.78,22005,2483
2000,PR,4101655,total,homem,total,0.543,0.756,0.407,0.521,0.24,0.529,,,7.9,8.44,204.82,9.91,86.65,74.46,59.86,,7.42,22.61,7.07,18.73,24.05,34.71,70.36,1341,158
2000,PR,4104808,total,homem,total,0.696,0.818,0.573,0.719,0.482,0.624,,,1.15,2.03,700.81,1.39,88.75,36.94,53.78,,3.91,15.65,4.14,5.51,48.19,32.53,74.06,75133,4585
2000,PR,4126801,total,homem,total,0.603,0.793,0.435,0.635,0.28,0.543,,,1.13,6.61,415.31,1.85,89.4,51.33,53.91,,6.47,18.61,6.39,13.7,28.01,17.13,72.57,4278,427
2000,PR,4128559,total,homem,total,0.606,0.763,0.467,0.625,0.279,0.604,,,2.7,5.0,392.11,4.44,90.34,63.05,59.42,,7.28,22.13,3.17,15.98,27.93,27.87,70.77,3011,349
2010,PE,2602506,total,homem,total,0.563,0.748,0.422,0.564,0.225,0.578,,1.76,32.3,3.18,268.2,24.05,71.63,62.36,57.8,,9.51,27.68,1.06,31.74,22.49,15.79,69.87,2427,347
2010,PE,2604403,total,homem,total,0.576,0.755,0.468,0.542,0.291,0.594,,14.89,22.85,4.44,232.89,9.05,76.13,67.99,56.03,,6.55,26.98,2.53,26.99,29.06,25.31,70.3,3918,398
2010,PE,2610400,total,homem,total,0.556,0.744,0.421,0.547,0.26,0.536,,5.53,11.53,8.75,240.37,27.25,67.81,72.19,58.1,,7.26,28.23,4.1,31.69,26.03,20.92,69.66,6604,748
2010,PI,2200301,total,homem,total,0.547,0.721,0.406,0.559,0.22,0.551,,3.15,5.65,17.51,259.28,35.27,73.17,72.09,56.24,,8.88,31.41,2.11,39.08,22.03,19.79,68.26,4638,617
2010,PI,2202752,total,homem,total,0.603,0.752,0.5,0.582,0.364,0.587,,9.26,2.41,47.8,299.73,19.19,71.67,63.1,62.7,,8.48,25.65,1.17,26.33,36.38,26.02,70.11,1918,250
2010,PI,2204600,total,homem,total,0.562,0.743,0.455,0.525,0.279,0.582,,5.0,8.5,9.36,210.39,40.48,61.08,75.2,52.87,,8.23,28.55,5.41,38.07,27.88,19.46,69.57,1263,151
2010,PI,2211308,total,homem,total,0.627,0.763,0.524,0.617,0.358,0.635,,4.18,4.5,2.31,371.2,14.03,68.87,57.85,56.2,,11.39,23.21,2.79,31.92,35.76,20.84,70.78,6687,1091
2000,SC,4211108,total,homem,total,0.571,0.769,0.402,0.6,0.231,0.53,,,17.25,14.94,335.29,9.02,80.63,65.2,61.41,,5.58,21.67,9.38,9.31,23.13,18.28,71.16,2598,235
2000,SC,4215679,total,homem,total,0.535,0.777,0.327,0.601,0.162,0.466,,,24.13,15.52,336.54,26.69,92.47,68.92,60.2,,5.07,21.55,8.97,7.1,16.15,20.91,71.63,2820,234
2010,BA,2911253,total,homem,total,0.563,0.73,0.433,0.564,0.261,0.559,,6.7,15.8,0.45,266.99,17.15,71.8,61.83,49.16,,10.0,28.0,1.08,29.87,26.09,29.58,68.81,1666,237
2010,BA,2916856,total,homem,total,0.537,0.733,0.387,0.546,0.252,0.48,,8.21,11.28,7.36,238.9,7.71,78.15,68.1,53.89,,6.43,29.88,2.81,26.69,25.22,15.05,68.99,4682,464
2010,BA,2917409,total,homem,total,0.577,0.767,0.433,0.578,0.241,0.58,,6.36,3.11,1.65,291.22,33.52,65.83,58.59,46.2,,10.31,23.18,0.95,24.45,24.15,33.78,71.05,5049,719
2010,BA,2917805,total,homem,total,0.504,0.698,0.332,0.553,0.193,0.436,,8.42,17.67,26.64,249.53,12.77,69.64,71.94,54.94,,6.49,36.1,2.55,34.32,19.29,11.12,66.86,5425,540
2010,BA,2918100,total,homem,total,0.538,0.719,0.388,0.559,0.219,0.517,,10.15,14.97,4.26,259.12,27.33,71.68,67.79,60.15,,8.01,32.04,2.72,38.0,21.88,15.96,68.11,12043,1522
2010,BA,2920403,total,homem,total,0.546,0.741,0.412,0.535,0.219,0.564,,6.94,32.38,3.69,222.73,21.05,72.52,71.3,56.64,,8.96,27.25,1.85,29.51,21.93,14.4,69.44,4850,657
2010,BA,2921609,total,homem,total,0.528,0.725,0.385,0.528,0.189,0.551,,12.76,5.53,4.73,213.28,43.19,55.74,72.34,57.26,,8.93,30.69,2.54,32.47,18.86,11.29,68.52,2768,378
2010,BA,2925501,total,homem,total,0.614,0.773,0.483,0.619,0.345,0.572,,10.38,14.98,1.88,376.0,9.88,79.16,55.72,59.82,,5.41,23.15,3.42,22.57,34.47,11.69,71.41,8664,772
2010,BA,2927606,total,homem,total,0.531,0.718,0.389,0.537,0.222,0.515,,9.1,24.68,1.74,225.84,39.53,64.69,73.08,62.24,,8.79,32.33,3.25,40.6,22.17,17.2,68.09,4919,676
2010,BA,2931053,total,homem,total,0.575,0.757,0.427,0.588,0.247,0.561,,2.74,17.2,3.55,310.97,27.66,78.12,65.97,55.36,,8.51,25.8,2.05,27.14,24.75,23.58,70.44,5391,691
2010,BA,2933307,total,homem,total,0.671,0.807,0.549,0.684,0.463,0.597,,5.9,6.67,3.42,563.95,2.49,82.33,41.05,49.27,,6.56,17.91,3.36,12.65,46.28,27.24,73.41,100711,9723
2000,RS,4300638,total,homem,total,0.514,0.772,0.28,0.629,0.108,0.451,,,1.72,10.97,401.11,5.4,83.95,46.75,48.3,,7.64,21.31,5.98,16.58,10.81,4.56,71.34,2081,227
2000,RS,4305306,total,homem,total,0.643,0.811,0.497,0.662,0.257,0.69,,,1.92,8.11,491.81,8.57,88.2,43.72,46.92,,7.09,15.78,1.25,5.2,25.74,46.14,73.64,3378,336
2000,RS,4312427,total,homem,total,0.592,0.806,0.406,0.636,0.238,0.529,,,1.99,72.12,418.16,3.32,83.78,45.46,45.66,,6.58,15.88,3.43,11.18,23.84,9.15,73.36,874,82
2000,RS,4320651,total,homem,total,0.639,0.838,0.459,0.677,0.258,0.613,,,2.01,0.0,538.87,5.47,82.02,38.01,43.87,,10.1,15.43,0.0,9.1,25.78,0.0,75.29,970,133
