ano,id_municipio,idhm,idhm_e,idhm_l,idhm_r,localizacao,raca_cor,sexo,sigla_uf
2000,2309458,0.487,0.329,0.718,0.489,urbano,branco,homem,CE
2000,2310308,0.52,0.356,0.707,0.559,urbano,branco,homem,CE
2000,2310704,0.566,0.431,0.72,0.585,urbano,branco,homem,CE
2000,2313807,0.503,0.348,0.741,0.493,urbano,branco,homem,CE
2000,2302701,0.46,0.273,0.665,0.535,total,total,homem,CE
2000,2304236,0.376,0.205,0.655,0.395,total,total,homem,CE
2000,2305407,0.44,0.258,0.675,0.489,total,total,homem,CE
2000,2310258,0.487,0.336,0.701,0.492,total,total,homem,CE
2000,2310803,0.429,0.264,0.668,0.449,total,total,homem,CE
2000,2301901,0.454,0.281,0.678,0.49,rural,total,homem,CE
2000,2304301,0.376,0.206,0.674,0.384,rural,total,homem,CE
2000,2306900,0.416,0.237,0.66,0.458,rural,total,homem,CE
2000,2308203,0.399,0.203,0.652,0.479,rural,total,homem,CE
2000,2300705,0.481,0.309,0.699,0.517,urbano,total,homem,CE
2000,2301802,0.522,0.377,0.756,0.5,urbano,total,homem,CE
2000,2310506,0.49,0.3,0.706,0.557,urbano,total,homem,CE
2000,2310803,0.527,0.385,0.694,0.549,urbano,total,homem,CE
2000,2302503,0.429,0.245,0.678,0.474,total,negro,homem,CE
2000,2304806,0.349,0.18,0.615,0.384,total,negro,homem,CE
2000,2304905,0.417,0.243,0.664,0.45,total,negro,homem,CE
2000,2310258,0.474,0.317,0.694,0.484,total,negro,homem,CE
2000,2313351,0.396,0.255,0.66,0.369,total,negro,homem,CE
2000,2301703,0.37,0.182,0.67,0.415,rural,negro,homem,CE
2000,2302107,0.347,0.168,0.647,0.384,rural,negro,homem,CE
2000,2304202,0.406,0.249,0.661,0.407,rural,negro,homem,CE
2000,2307254,0.368,0.164,0.654,0.463,rural,negro,homem,CE
2000,2305209,0.471,0.303,0.707,0.486,urbano,negro,homem,CE
2000,2305704,0.47,0.296,0.694,0.505,urbano,negro,homem,CE
2000,2311009,0.409,0.234,0.658,0.445,urbano,negro,homem,CE
2000,2311207,0.458,0.289,0.665,0.5,urbano,negro,homem,CE
2000,1400407,,,,0.562,total,branco,homem,RR
2000,1400027,0.448,0.247,0.737,0.495,total,negro,homem,RR
2000,1101435,0.443,0.213,0.721,0.569,total,branco,homem,RO
2000,1101708,0.479,0.244,0.779,0.578,total,branco,homem,RO
2000,1100015,0.603,0.412,0.779,0.681,urbano,branco,homem,RO
2000,1100064,0.662,0.517,0.806,0.695,urbano,branco,homem,RO
2000,1100049,0.431,0.177,0.761,0.595,rural,total,homem,RO
2000,1101468,0.547,0.447,0.736,0.498,urbano,total,homem,RO
2000,1100288,0.606,0.425,0.79,0.662,urbano,total,homem,RO
2000,1100346,0.468,0.259,0.746,0.53,total,negro,homem,RO
2000,1100700,0.523,0.347,0.725,0.568,urbano,negro,homem,RO
2000,1100809,0.467,0.258,0.712,0.555,urbano,negro,homem,RO
2000,1101302,0.52,0.295,0.768,0.62,urbano,negro,homem,RO
2000,5106182,0.547,0.314,0.759,0.684,total,branco,homem,MT
2000,5107008,0.601,0.409,0.767,0.692,total,branco,homem,MT
2000,5107941,0.564,0.299,0.798,0.751,total,branco,homem,MT
2000,5100409,0.669,0.441,0.818,0.831,rural,branco,homem,MT
2000,5102504,0.504,0.277,0.768,0.6,rural,branco,homem,MT
2000,5106281,0.563,0.304,0.791,0.744,rural,branco,homem,MT
2000,5106422,0.404,0.169,0.743,0.527,rural,branco,homem,MT
2000,5106281,0.614,0.436,0.799,0.665,urbano,branco,homem,MT
2000,5103908,0.487,0.272,0.749,0.565,total,total,homem,MT
2000,5106752,0.54,0.316,0.759,0.654,total,total,homem,MT
2000,5106851,0.391,0.156,0.712,0.539,total,total,homem,MT
2000,5105234,0.507,0.283,0.755,0.611,rural,total,homem,MT
2000,5103452,0.583,0.397,0.781,0.64,urbano,total,homem,MT
2000,5106240,0.581,0.352,0.754,0.741,urbano,total,homem,MT
2000,5107248,0.661,0.445,0.818,0.791,urbano,total,homem,MT
2000,5102603,0.472,0.241,0.733,0.598,total,negro,homem,MT
2000,5100250,0.46,0.237,0.756,0.543,rural,negro,homem,MT
2000,5100359,0.518,0.333,0.756,0.554,urbano,negro,homem,MT
2000,5106257,0.554,0.353,0.763,0.631,urbano,negro,homem,MT
2000,5107859,0.622,0.488,0.788,0.625,urbano,negro,homem,MT
2000,5218789,0.682,0.497,0.843,0.756,total,branco,homem,GO
2000,5219209,0.591,0.385,0.761,0.706,total,branco,homem,GO
2000,5203609,0.565,0.388,0.767,0.606,total,branco,homem,GO
2000,5208806,0.606,0.449,0.799,0.62,total,branco,homem,GO
2000,5209937,0.512,0.272,0.738,0.671,rural,branco,homem,GO
2000,5214408,0.584,0.414,0.852,0.565,rural,branco,homem,GO
2000,5219704,0.502,0.313,0.764,0.531,rural,branco,homem,GO
2000,5204250,0.583,0.4,0.742,0.669,urbano,branco,homem,GO
2000,5216007,0.644,0.525,0.806,0.63,urbano,branco,homem,GO
2000,5219357,0.675,0.595,0.814,0.636,urbano,branco,homem,GO
2000,5212501,0.604,0.411,0.785,0.684,urbano,branco,homem,GO
2000,5212055,0.556,0.388,0.76,0.584,total,total,homem,GO
2000,5220280,0.552,0.376,0.792,0.566,total,total,homem,GO
2000,5221197,0.532,0.333,0.754,0.6,total,total,homem,GO
2000,5200159,0.489,0.237,0.749,0.658,rural,total,homem,GO
2000,5202601,0.595,0.403,0.801,0.653,rural,total,homem,GO
2000,5215306,0.518,0.275,0.786,0.644,rural,total,homem,GO
2000,5209291,0.561,0.425,0.754,0.551,urbano,total,homem,GO
2000,5209606,0.62,0.51,0.797,0.586,urbano,total,homem,GO
2000,5210208,0.622,0.459,0.793,0.662,urbano,total,homem,GO
2000,5211701,0.534,0.33,0.783,0.59,total,negro,homem,GO
2000,5205307,0.266,0.064,0.644,0.457,rural,negro,homem,GO
2000,5209952,0.448,0.209,0.725,0.593,rural,negro,homem,GO
2000,5212204,0.412,0.188,0.706,0.528,rural,negro,homem,GO
2000,5218052,,,,0.617,rural,negro,homem,GO
2000,5220280,,,,0.58,rural,negro,homem,GO
2000,5222054,,,,0.701,rural,negro,homem,GO
2000,5222302,0.398,0.169,0.726,0.516,rural,negro,homem,GO
2000,5214507,,,,0.601,rural,negro,homem,GO
2000,5200134,0.492,0.254,0.729,0.645,urbano,negro,homem,GO
2000,5219803,0.49,0.296,0.717,0.554,urbano,negro,homem,GO
2000,5219902,0.541,0.365,0.753,0.575,urbano,negro,homem,GO
2000,3303807,0.605,0.392,0.779,0.724,total,branco,homem,RJ
2000,3304201,0.729,0.597,0.842,0.772,total,branco,homem,RJ
2000,3305000,0.557,0.365,0.766,0.619,total,branco,homem,RJ
2000,3303906,0.56,0.338,0.772,0.674,rural,branco,homem,RJ
2000,3305158,0.562,0.365,0.78,0.624,rural,branco,homem,RJ
2000,3302502,0.548,0.354,0.748,0.62,rural,branco,homem,RJ
2000,3301108,0.615,0.461,0.773,0.654,total,total,homem,RJ
2000,3300936,0.581,0.402,0.77,0.633,total,total,homem,RJ
2000,3302452,,,,0.606,rural,total,homem,RJ
2000,3301702,0.473,0.255,0.723,0.572,rural,total,homem,RJ
2000,3300506,0.656,0.502,0.8,0.702,urbano,total,homem,RJ
2000,3300936,0.597,0.423,0.78,0.646,urbano,total,homem,RJ
2000,3301504,0.654,0.525,0.783,0.68,urbano,total,homem,RJ
2000,3304151,0.604,0.44,0.768,0.651,urbano,total,homem,RJ
2000,3305158,0.594,0.41,0.765,0.668,urbano,total,homem,RJ
2000,3306206,0.694,0.556,0.823,0.729,urbano,total,homem,RJ
2000,3305752,0.535,0.331,0.748,0.619,urbano,total,homem,RJ
2000,3302304,0.435,0.236,0.724,0.481,rural,negro,homem,RJ
2000,3304201,0.574,0.4,0.757,0.623,rural,negro,homem,RJ
2000,3306008,0.574,0.414,0.758,0.601,urbano,negro,homem,RJ
2010,1100148,0.722,0.627,0.823,0.728,urbano,branco,homem,RO
2010,1100148,0.641,0.487,0.807,0.671,total,total,homem,RO
2000,2103174,0.377,0.155,0.658,0.525,total,branco,homem,MA
2000,2104701,0.396,0.216,0.642,0.447,total,branco,homem,MA
2000,2107258,0.45,0.305,0.711,0.42,total,branco,homem,MA
2000,2112407,0.387,0.188,0.644,0.479,total,branco,homem,MA
2000,2100477,0.333,0.128,0.666,0.434,rural,branco,homem,MA
2000,2109551,0.542,0.293,0.784,0.692,rural,branco,homem,MA
2000,2111029,0.288,0.09,0.603,0.437,rural,branco,homem,MA
2000,2106755,0.573,0.44,0.743,0.574,urbano,branco,homem,MA
2000,2107100,,,,0.563,urbano,branco,homem,MA
2000,2108454,0.509,0.372,0.701,0.505,urbano,branco,homem,MA
2000,2112852,0.497,0.37,0.748,0.443,urbano,branco,homem,MA
2000,2105401,0.469,0.322,0.688,0.466,total,total,homem,MA
2000,2108108,0.367,0.184,0.64,0.42,total,total,homem,MA
2000,2101939,0.37,0.172,0.683,0.429,rural,total,homem,MA
2000,2104909,0.444,0.307,0.727,0.391,rural,total,homem,MA
2000,2109056,0.448,0.29,0.722,0.43,rural,total,homem,MA
2000,2111508,0.276,0.088,0.635,0.375,rural,total,homem,MA
2000,2100436,0.325,0.122,0.631,0.448,urbano,total,homem,MA
2000,2100907,0.41,0.221,0.677,0.461,urbano,total,homem,MA
2000,2112407,0.42,0.222,0.67,0.5,urbano,total,homem,MA
2000,2104305,0.355,0.173,0.634,0.408,rural,negro,homem,MA
2000,2101251,0.511,0.398,0.718,0.466,urbano,negro,homem,MA
2000,2103158,0.298,0.192,0.614,0.225,urbano,negro,homem,MA
2000,2103505,0.468,0.306,0.693,0.484,urbano,negro,homem,MA
2000,2104909,0.534,0.419,0.741,0.49,urbano,negro,homem,MA
2000,2100154,0.308,0.119,0.632,0.39,urbano,negro,homem,MA
2000,2608404,0.368,0.16,0.64,0.486,total,branco,homem,PE
2000,2611309,0.436,0.225,0.67,0.551,total,branco,homem,PE
2000,2614006,0.445,0.251,0.668,0.524,total,branco,homem,PE
2000,2616506,0.385,0.197,0.637,0.456,total,branco,homem,PE
2000,2612000,0.322,0.113,0.64,0.46,rural,branco,homem,PE
2000,2605152,0.571,0.428,0.738,0.589,urbano,branco,homem,PE
2000,2605509,0.533,0.375,0.735,0.549,urbano,branco,homem,PE
2000,2612208,0.613,0.457,0.754,0.667,urbano,branco,homem,PE
2000,2615805,0.427,0.25,0.658,0.474,urbano,branco,homem,PE
2000,2601102,0.418,0.204,0.671,0.535,total,total,homem,PE
2000,2609907,0.405,0.196,0.652,0.521,total,total,homem,PE
2000,2611533,0.388,0.217,0.674,0.398,total,total,homem,PE
2000,2605707,0.334,0.154,0.662,0.366,rural,total,homem,PE
2000,2608503,0.332,0.134,0.666,0.41,rural,total,homem,PE
2000,2611101,0.444,0.244,0.694,0.517,rural,total,homem,PE
2000,2613701,0.376,0.183,0.678,0.429,rural,total,homem,PE
2000,2604304,0.516,0.372,0.697,0.532,urbano,total,homem,PE
2000,2605004,0.454,0.262,0.677,0.528,urbano,total,homem,PE
2000,2608503,0.412,0.215,0.659,0.496,urbano,total,homem,PE
2000,2616100,0.535,0.426,0.715,0.503,urbano,total,homem,PE
2000,2602001,0.345,0.153,0.647,0.414,total,negro,homem,PE
2000,2602506,0.375,0.199,0.647,0.408,total,negro,homem,PE
2000,2604700,0.391,0.18,0.666,0.498,total,negro,homem,PE
2000,2607950,0.371,0.181,0.644,0.439,total,negro,homem,PE
2000,2609808,0.46,0.281,0.674,0.515,total,negro,homem,PE
2000,2612802,0.332,0.135,0.648,0.417,rural,negro,homem,PE
2000,2616001,0.394,0.209,0.651,0.451,rural,negro,homem,PE
2000,2616308,0.383,0.2,0.675,0.416,rural,negro,homem,PE
2000,2600054,0.441,0.259,0.692,0.478,rural,negro,homem,PE
2000,2601805,0.482,0.337,0.717,0.463,urbano,negro,homem,PE
2000,2602001,0.454,0.288,0.666,0.487,urbano,negro,homem,PE
2000,2606903,0.481,0.308,0.696,0.519,urbano,negro,homem,PE
2000,2608453,0.468,0.287,0.728,0.492,urbano,negro,homem,PE
2000,2613602,0.503,0.357,0.706,0.506,urbano,negro,homem,PE
2010,1600055,0.791,0.762,0.842,0.771,urbano,branco,homem,AP
2010,1600204,0.535,0.398,0.705,0.544,rural,negro,homem,AP
2010,1600238,0.645,0.525,0.771,0.663,urbano,negro,homem,AP
2010,1302900,0.65,0.517,0.795,0.668,total,branco,homem,AM
2010,1304203,0.656,0.501,0.803,0.704,total,branco,homem,AM
2010,1300680,0.52,0.403,0.763,0.458,rural,branco,homem,AM
2010,1303304,0.489,0.25,0.761,0.614,rural,branco,homem,AM
2010,1301605,0.352,0.173,0.676,0.372,rural,negro,homem,AM
2010,1302306,0.379,0.21,0.638,0.406,rural,negro,homem,AM
2010,1303957,0.477,0.335,0.719,0.452,rural,negro,homem,AM
2010,1302504,0.606,0.465,0.768,0.624,urbano,negro,homem,AM
2000,2402501,0.49,0.273,0.69,0.624,total,branco,homem,RN
2000,2413409,0.419,0.198,0.669,0.557,total,branco,homem,RN
2000,2400406,0.459,0.329,0.72,0.409,total,branco,homem,RN
2000,2408409,0.468,0.287,0.665,0.535,rural,branco,homem,RN
2000,2413201,0.56,0.452,0.743,0.524,rural,branco,homem,RN
2000,2411205,0.549,0.403,0.728,0.563,urbano,branco,homem,RN
2000,2400901,0.405,0.233,0.663,0.429,total,total,homem,RN
2000,2405702,0.543,0.37,0.739,0.586,total,total,homem,RN
2000,2406106,0.442,0.249,0.677,0.514,total,total,homem,RN
2000,2406403,0.492,0.364,0.703,0.465,total,total,homem,RN
2000,2411601,0.473,0.291,0.711,0.512,total,total,homem,RN
2000,2415008,0.428,0.19,0.667,0.617,total,total,homem,RN
2000,2406700,0.394,0.21,0.638,0.456,rural,total,homem,RN
2000,2414100,0.335,0.16,0.617,0.381,rural,total,homem,RN
2000,2406007,0.476,0.281,0.689,0.558,urbano,total,homem,RN
2000,2409100,0.437,0.268,0.658,0.475,total,negro,homem,RN
2000,2414159,0.463,0.299,0.684,0.483,total,negro,homem,RN
2000,2403202,0.315,0.137,0.605,0.377,rural,negro,homem,RN
2000,2404408,0.45,0.25,0.687,0.532,urbano,negro,homem,RN
2000,2405603,0.421,0.216,0.662,0.523,urbano,negro,homem,RN
2010,3204054,,,,0.6,rural,branco,homem,ES
2010,3204252,0.601,0.536,0.757,0.534,rural,branco,homem,ES
2010,3201506,0.796,0.739,0.873,0.782,urbano,branco,homem,ES
2010,3205002,0.778,0.71,0.865,0.768,urbano,branco,homem,ES
2010,3200508,0.516,0.344,0.737,0.543,rural,total,homem,ES
2010,3200607,0.754,0.702,0.841,0.727,urbano,total,homem,ES
2010,3204955,0.708,0.613,0.821,0.706,urbano,total,homem,ES
2010,3205101,0.688,0.578,0.829,0.678,urbano,total,homem,ES
2010,3205309,0.866,0.798,0.921,0.883,urbano,total,homem,ES
2010,3200359,0.635,0.526,0.801,0.609,total,negro,homem,ES
2010,3201209,0.688,0.584,0.823,0.679,total,negro,homem,ES
2010,3202108,0.635,0.523,0.789,0.619,total,negro,homem,ES
2010,3204351,0.609,0.454,0.785,0.634,total,negro,homem,ES
2010,3200508,0.653,0.562,0.775,0.638,urbano,negro,homem,ES
2010,3201209,0.698,0.602,0.828,0.682,urbano,negro,homem,ES
2010,3204252,0.662,0.574,0.785,0.645,urbano,negro,homem,ES
2010,3205309,0.795,0.726,0.873,0.791,urbano,negro,homem,ES
2000,2204303,0.441,0.219,0.687,0.568,total,branco,homem,PI
2000,2206506,0.392,0.155,0.657,0.593,total,branco,homem,PI
2000,2207504,0.425,0.21,0.723,0.506,total,branco,homem,PI
2000,2208650,0.328,0.131,0.669,0.4,total,branco,homem,PI
2000,2208700,0.426,0.258,0.655,0.456,total,branco,homem,PI
2000,2210938,0.417,0.215,0.687,0.492,total,branco,homem,PI
2000,2209906,0.364,0.179,0.688,0.392,total,branco,homem,PI
2000,2205359,0.316,0.114,0.634,0.438,rural,branco,homem,PI
2000,2205904,0.364,0.178,0.637,0.426,rural,branco,homem,PI
2000,2201051,0.316,0.095,0.615,0.54,urbano,branco,homem,PI
2000,2201606,0.514,0.293,0.772,0.598,urbano,branco,homem,PI
2000,2201960,,,,0.549,urbano,branco,homem,PI
2000,2202000,0.52,0.36,0.717,0.545,urbano,branco,homem,PI
2000,2205458,,,,0.496,urbano,branco,homem,PI
2000,2203271,0.353,0.154,0.638,0.45,total,total,homem,PI
2000,2204600,0.365,0.188,0.626,0.412,total,total,homem,PI
2000,2205151,0.352,0.156,0.65,0.432,total,total,homem,PI
2000,2201200,0.327,0.138,0.618,0.41,rural,total,homem,PI
2000,2204204,0.323,0.122,0.619,0.449,rural,total,homem,PI
2000,2208650,0.243,0.062,0.636,0.367,rural,total,homem,PI
2000,2200277,0.439,0.236,0.661,0.543,urbano,total,homem,PI
2000,2202554,0.399,0.193,0.646,0.51,urbano,total,homem,PI
2000,2205003,0.535,0.356,0.711,0.603,urbano,total,homem,PI
2000,2205904,0.544,0.442,0.718,0.507,urbano,total,homem,PI
2000,2207207,0.456,0.276,0.671,0.514,urbano,total,homem,PI
2000,2201150,0.319,0.12,0.657,0.412,total,negro,homem,PI
2000,2201960,0.357,0.167,0.627,0.435,total,negro,homem,PI
2000,2203230,0.333,0.152,0.653,0.37,total,negro,homem,PI
2000,2207777,0.359,0.16,0.643,0.451,total,negro,homem,PI
2000,2208858,0.356,0.157,0.653,0.438,total,negro,homem,PI
2000,2210052,0.328,0.141,0.61,0.41,total,negro,homem,PI
2000,2201960,0.239,0.056,0.611,0.397,rural,negro,homem,PI
2000,2207959,0.273,0.086,0.636,0.373,rural,negro,homem,PI
2000,2203230,0.433,0.284,0.694,0.412,urbano,negro,homem,PI
2000,2209906,0.426,0.243,0.664,0.477,urbano,negro,homem,PI
2000,2200202,0.498,0.349,0.698,0.507,urbano,negro,homem,PI
2010,5103361,,,,0.673,rural,branco,homem,MT
2010,5105507,0.635,0.471,0.814,0.668,rural,branco,homem,MT
2010,5103908,0.753,0.656,0.859,0.757,urbano,branco,homem,MT
2010,5105622,0.767,0.665,0.845,0.804,urbano,branco,homem,MT
2010,5100607,0.699,0.549,0.839,0.743,total,total,homem,MT
2010,5103304,0.673,0.544,0.809,0.692,total,total,homem,MT
2010,5100300,0.549,0.328,0.789,0.64,rural,total,homem,MT
2010,5106372,0.633,0.48,0.804,0.657,rural,total,homem,MT
2010,5100409,0.688,0.546,0.833,0.715,urbano,total,homem,MT
2010,5105002,0.68,0.571,0.808,0.68,urbano,total,homem,MT
2010,5107297,0.678,0.589,0.785,0.675,urbano,total,homem,MT
2010,5107354,0.643,0.5,0.778,0.681,urbano,total,homem,MT
2010,5103056,0.641,0.502,0.793,0.662,total,negro,homem,MT
2010,5105150,0.635,0.49,0.793,0.661,total,negro,homem,MT
2010,5107180,0.663,0.534,0.802,0.68,total,negro,homem,MT
2010,5106109,0.617,0.513,0.765,0.597,total,negro,homem,MT
2010,5106299,0.595,0.418,0.781,0.645,rural,negro,homem,MT
2010,5106778,0.6,0.476,0.771,0.589,rural,negro,homem,MT
2010,5106216,0.671,0.561,0.807,0.667,urbano,negro,homem,MT
2010,2705002,0.64,0.491,0.797,0.669,urbano,branco,homem,AL
2010,2701902,0.556,0.447,0.725,0.53,total,total,homem,AL
2010,2701407,0.557,0.448,0.742,0.519,rural,total,homem,AL
2010,2701357,0.542,0.397,0.718,0.558,urbano,total,homem,AL
2010,2704609,0.59,0.463,0.745,0.596,urbano,total,homem,AL
2010,2705408,0.569,0.457,0.738,0.548,urbano,total,homem,AL
2010,2705507,0.542,0.393,0.738,0.55,urbano,total,homem,AL
2010,2705606,0.553,0.403,0.733,0.57,urbano,total,homem,AL
2010,2708808,0.584,0.478,0.737,0.566,urbano,total,homem,AL
2010,2706000,0.443,0.256,0.684,0.497,total,negro,homem,AL
2010,2703601,0.522,0.39,0.713,0.512,rural,negro,homem,AL
2010,2702207,0.572,0.425,0.753,0.583,urbano,negro,homem,AL
2010,2806800,0.549,0.407,0.719,0.568,total,branco,homem,SE
2010,2801207,0.463,0.299,0.675,0.491,rural,branco,homem,SE
2010,2801900,0.508,0.37,0.648,0.547,rural,branco,homem,SE
2010,2802205,,,,0.542,rural,branco,homem,SE
2010,2802304,0.465,0.258,0.711,0.547,rural,branco,homem,SE
2010,2806503,0.582,0.447,0.715,0.615,urbano,branco,homem,SE
2010,2807006,0.521,0.344,0.721,0.57,total,total,homem,SE
2010,2800506,0.52,0.353,0.724,0.55,rural,total,homem,SE
2010,2803401,0.527,0.382,0.715,0.536,rural,total,homem,SE
2010,2800100,0.605,0.511,0.748,0.581,urbano,total,homem,SE
2010,2800506,0.569,0.396,0.755,0.616,urbano,total,homem,SE
2010,2801900,0.614,0.51,0.784,0.579,urbano,total,homem,SE
2010,2806206,0.632,0.517,0.783,0.623,urbano,total,homem,SE
2010,2804508,0.555,0.403,0.725,0.585,total,negro,homem,SE
2010,2804706,0.526,0.401,0.722,0.504,rural,negro,homem,SE
2010,2805000,0.595,0.451,0.738,0.634,urbano,negro,homem,SE
2000,1703107,0.556,0.362,0.749,0.632,total,branco,homem,TO
2000,1707553,0.555,0.431,0.738,0.539,total,branco,homem,TO
2000,1710904,0.297,0.096,0.698,0.39,rural,branco,homem,TO
2000,1709005,0.486,0.288,0.698,0.571,urbano,branco,homem,TO
2000,1718907,0.688,0.578,0.88,0.641,urbano,branco,homem,TO
2000,1704105,0.417,0.227,0.686,0.465,total,total,homem,TO
2000,1714880,0.476,0.264,0.72,0.568,total,total,homem,TO
2000,1703206,0.415,0.209,0.733,0.466,rural,total,homem,TO
2000,1711506,0.365,0.139,0.71,0.494,rural,total,homem,TO
2000,1703701,0.524,0.364,0.735,0.539,urbano,total,homem,TO
2000,1718204,0.6,0.446,0.763,0.634,urbano,total,homem,TO
2000,1706506,0.373,0.167,0.679,0.457,total,negro,homem,TO
2000,1707306,0.474,0.281,0.707,0.537,total,negro,homem,TO
2000,1709807,0.281,0.084,0.64,0.416,total,negro,homem,TO
2000,1718006,0.45,0.271,0.709,0.474,total,negro,homem,TO
2000,1718550,0.372,0.2,0.675,0.382,total,negro,homem,TO
2000,1718907,0.297,0.104,0.609,0.413,rural,negro,homem,TO
2000,2500734,0.366,0.16,0.642,0.48,total,branco,homem,PB
2000,2513802,0.448,0.276,0.671,0.487,total,branco,homem,PB
2000,2511806,0.477,0.311,0.693,0.504,rural,branco,homem,PB
2000,2514503,0.331,0.143,0.633,0.401,rural,branco,homem,PB
2000,2500775,0.518,0.324,0.721,0.594,urbano,branco,homem,PB
2000,2500734,0.376,0.173,0.642,0.477,total,total,homem,PB
2000,2504033,0.322,0.128,0.615,0.424,total,total,homem,PB
2000,2500700,0.437,0.252,0.65,0.509,total,total,homem,PB
2000,2514107,0.375,0.177,0.659,0.453,total,total,homem,PB
2000,2501104,0.337,0.137,0.638,0.435,rural,total,homem,PB
2000,2502102,0.296,0.11,0.64,0.369,rural,total,homem,PB
2000,2504850,0.389,0.19,0.663,0.467,rural,total,homem,PB
2000,2501203,0.425,0.222,0.669,0.514,urbano,total,homem,PB
2000,2503407,0.477,0.339,0.669,0.48,urbano,total,homem,PB
2000,2506806,0.473,0.301,0.682,0.516,urbano,total,homem,PB
2000,2514909,0.513,0.348,0.716,0.542,urbano,total,homem,PB
2000,2504009,0.554,0.401,0.73,0.582,total,negro,homem,PB
2000,2507606,0.392,0.197,0.644,0.476,total,negro,homem,PB
2000,2511301,0.41,0.237,0.634,0.458,total,negro,homem,PB
2000,2500601,0.334,0.132,0.611,0.461,rural,negro,homem,PB
2000,2503407,0.332,0.142,0.631,0.41,rural,negro,homem,PB
2000,2513851,0.356,0.152,0.672,0.442,rural,negro,homem,PB
2000,2515930,0.313,0.132,0.66,0.353,rural,negro,homem,PB
2000,2514305,0.259,0.08,0.607,0.358,rural,negro,homem,PB
2000,2514602,0.339,0.146,0.628,0.425,rural,negro,homem,PB
2000,2514701,0.349,0.137,0.638,0.486,rural,negro,homem,PB
2000,2902401,0.455,0.289,0.673,0.483,total,branco,homem,BA
2000,2910008,0.399,0.214,0.656,0.454,total,branco,homem,BA
2000,2910727,0.641,0.459,0.794,0.721,total,branco,homem,BA
2000,2914307,0.445,0.25,0.702,0.501,total,branco,homem,BA
2000,2920403,0.379,0.169,0.678,0.473,total,branco,homem,BA
2000,2921054,0.403,0.225,0.689,0.422,total,branco,homem,BA
2000,2922102,0.501,0.316,0.715,0.559,total,branco,homem,BA
2000,2924702,0.385,0.185,0.658,0.467,total,branco,homem,BA
2000,2933109,0.523,0.361,0.757,0.525,total,branco,homem,BA
2000,2921005,0.556,0.373,0.71,0.651,total,branco,homem,BA
2000,2914307,0.432,0.257,0.71,0.442,rural,branco,homem,BA
2000,2917359,0.363,0.167,0.642,0.446,rural,branco,homem,BA
2000,2918308,0.311,0.122,0.685,0.361,rural,branco,homem,BA
2000,2925402,0.341,0.132,0.701,0.43,rural,branco,homem,BA
2000,2931806,0.354,0.144,0.677,0.453,rural,branco,homem,BA
2000,2905701,0.454,0.252,0.675,0.551,rural,branco,homem,BA
2000,2911253,0.509,0.318,0.72,0.576,urbano,branco,homem,BA
2000,2915700,0.536,0.351,0.715,0.614,urbano,branco,homem,BA
2000,2931301,0.499,0.323,0.711,0.542,urbano,branco,homem,BA
2000,2929503,0.628,0.505,0.791,0.621,urbano,branco,homem,BA
2000,2905008,0.49,0.289,0.715,0.569,total,total,homem,BA
2000,2907806,0.441,0.243,0.675,0.521,total,total,homem,BA
2000,2918001,0.512,0.328,0.717,0.569,total,total,homem,BA
2000,2920205,0.391,0.208,0.663,0.432,total,total,homem,BA
2000,2921500,0.27,0.079,0.64,0.391,total,total,homem,BA
2000,2933208,0.523,0.341,0.731,0.574,total,total,homem,BA
2000,2911501,0.331,0.143,0.657,0.387,rural,total,homem,BA
2000,2914000,0.306,0.098,0.652,0.447,rural,total,homem,BA
2000,2920304,0.307,0.106,0.68,0.4,rural,total,homem,BA
2000,2921609,0.318,0.123,0.664,0.394,rural,total,homem,BA
2000,2926103,0.429,0.267,0.685,0.433,rural,total,homem,BA
2000,2926301,0.418,0.229,0.694,0.458,rural,total,homem,BA
2000,2901155,0.399,0.205,0.674,0.461,urbano,total,homem,BA
2000,2908309,0.542,0.414,0.726,0.531,urbano,total,homem,BA
2000,2922300,0.578,0.447,0.754,0.572,urbano,total,homem,BA
2000,2926806,0.478,0.277,0.724,0.545,urbano,total,homem,BA
2000,2931103,0.503,0.349,0.704,0.519,urbano,total,homem,BA
2000,2901155,0.383,0.197,0.671,0.426,total,negro,homem,BA
2000,2903201,0.528,0.339,0.732,0.594,total,negro,homem,BA
2000,2905800,0.35,0.145,0.641,0.463,total,negro,homem,BA
2000,2906709,0.418,0.206,0.687,0.516,total,negro,homem,BA
2000,2914000,0.367,0.158,0.659,0.475,total,negro,homem,BA
2000,2914307,0.383,0.178,0.708,0.447,total,negro,homem,BA
2000,2921708,0.419,0.214,0.686,0.501,total,negro,homem,BA
2000,2921807,0.425,0.248,0.687,0.45,total,negro,homem,BA
2000,2924108,0.389,0.217,0.678,0.4,total,negro,homem,BA
2000,2924058,0.389,0.201,0.674,0.436,total,negro,homem,BA
2000,2927606,0.304,0.119,0.624,0.379,total,negro,homem,BA
2000,2929107,0.437,0.247,0.674,0.501,total,negro,homem,BA
2000,2932309,0.439,0.246,0.681,0.505,total,negro,homem,BA
2000,2902401,0.294,0.096,0.644,0.414,rural,negro,homem,BA
2000,2903953,0.302,0.11,0.652,0.383,rural,negro,homem,BA
2000,2904753,0.24,0.081,0.62,0.274,rural,negro,homem,BA
2000,2908408,0.337,0.146,0.646,0.407,rural,negro,homem,BA
